"","diet_analysis_id","world_country_description","wolf_population_code","wolf_subspecies_code","study_area","pack","latitude","longitude","source_code","analytical_method_code","identification_method_code","temporal_scale_code","derived_diet","sample_size","surface_area","sampling_period","time_series","spatial_effort","temporal_effort","total_effort","responsible","moose_alces.alces","blackbuck_antilope.cervicapra","american.bison_bison.bison","european.bison_bison.bonasus","yak_bos.grunniens","cattle_bos.taurus","nilgai_boselaphus.tragocamelus","buffalo_bubalus.bubalis","camel_camelus.ferus","dog_canis.familiaris","wolf_canis.lupus","wild.goat_capra.aegagrus","goat_capra.aegagrus.hircus","markhor_capra.falconeri","alpine.ibex_capra.ibex","siberian.ibex_capra.sibirica","roe.deer_capreolus.capreolus","carnivorae_carnivorae","elk_cervus.elaphus.canadensis","red.deer_cervus.elaphus.elaphus","sika.deer_cervus.nippon","fallow.deer_dama.dama","donkey_equus.africanus.asinus","horse_equus.ferus.caballus","przewalski.horse_equus.ferus.przewalskii","onager_equus.hemionus","cat_felis.catus","chinkara_gazella.bennettii","goitered.gazelle_gazella.subgutturosa","crested.porcupine_hystrix.cristata","badger_meles.meles","musk.deer_moschus.sp","raccoon.dog_nyctereutes.procyonoides","mule.deer_odocoileus.hemionus","black.tailed.deer_odocoileus.hemionus.columbianus","white.tailed.deer_odocoileus.virginianus","mountain.goat_oreamnos.americanus","muskox_ovibos.moschatus","argali_ovis.ammon","sheep_ovis.aries","bighorn_ovis.canadensis","dall.sheep_ovis.dalli","snow.sheep_ovis.nivicola","mouflon_ovis.orientalis","urial_ovis.orientalis.vignei","mongolian.gazelle_procapra.gutturosa","przewalski.gazelle_procapra.przewalskii","blue.sheep_pseudois.nayaur","wild.reindeer_rangifer.tarandus","chamois_rupicapra.rupicapra","saiga_saiga.tatarica","wild.boar_sus.scrofa","pig_sus.scrofa.domesticus","brown.bear_ursus.arctos","red.fox_vulpes.vulpes","wild.artiodactyla_wild.artiodactyla","wild.bovidae_wild.bovidae","bird_aves","castor.sp_castor.sp","cervidae_cervidae","domestic.ungulata_domestic.ungulata","fish_fish","garbage_garbage","lagomorpha_lagomorpha","marmota.sp_marmota.sp","mesomammals_mesomammals","micromammals_micromammals","microrodents_microrodents","other_other","other.domestic.ungulata_other.domestic.ungulata","semiaquatic.rodentia_semiaquatic.rodentia","undefined.item_undefined.item","vegetable.fruit_vegetable.fruit"
"304",310,"Spain","nw iberia","Canis lupus signatus","Antiguo Parque Nacional de la Montaña de Covadonga",NA,43.2682,-5.0363,"excrement","%FO (item)","visual","autumn",NA,58,179,"Mar1996-Mar1997",1,0.324022346368715,58,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,17.78,NA,NA,NA,15.56,NA,NA,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.11,NA,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"305",311,"Spain","nw iberia","Canis lupus signatus","Antiguo Parque Nacional de la Montaña de Covadonga",NA,43.2682,-5.0363,"excrement","%Vm","visual","autumn",NA,58,179,"Mar1996-Mar1997",1,0.324022346368715,58,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,17.97,NA,NA,NA,13.64,NA,NA,10.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.92,NA,13.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"306",312,"Spain","nw iberia","Canis lupus signatus","Antiguo Parque Nacional de la Montaña de Covadonga",NA,43.2682,-5.0363,"excrement","%FO (item)","visual","winter",NA,112,179,"Mar1996-Mar1997",1,0.625698324022346,112,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,11.36,NA,NA,NA,11.36,NA,NA,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.27,NA,28.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,NA,NA,NA,NA,NA,NA
"307",313,"Spain","nw iberia","Canis lupus signatus","Antiguo Parque Nacional de la Montaña de Covadonga",NA,43.2682,-5.0363,"excrement","%Vm","visual","winter",NA,112,179,"Mar1996-Mar1997",1,0.625698324022346,112,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,10.82,NA,NA,NA,9.39,NA,NA,4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.39,NA,36.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA
"308",314,"Spain","nw iberia","Canis lupus signatus","Antiguo Parque Nacional de la Montaña de Covadonga",NA,43.2682,-5.0363,"excrement","%FO (item)","visual","year",NA,307,179,"Mar1996-Mar1997",1,1.71508379888268,307,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,14.9,NA,NA,NA,18.82,NA,NA,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,NA,18.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA
"309",315,"Spain","nw iberia","Canis lupus signatus","Antiguo Parque Nacional de la Montaña de Covadonga",NA,43.2682,-5.0363,"excrement","%Vm","visual","year",NA,307,179,"Mar1996-Mar1997",1,1.71508379888268,307,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,1.88,NA,NA,NA,NA,NA,NA,15.14,NA,NA,NA,16.52,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.24,NA,25.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA
"310",316,"Spain","nw iberia","Canis lupus signatus","Alava",NA,42.8935,-3.1004,"excrement","%FO (item)","visual","year",TRUE,31,1300,"2003-2004",2,0.0238461538461538,15.5,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.7,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",317,"Spain","nw iberia","Canis lupus signatus","Parque National de Los Picos de Europa",NA,43.1805,-4.8412,"excrement","%FO (item)","visual","spring",NA,139,646,"Mar2011-Mar2012",1,0.215170278637771,139,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,2.59,NA,NA,NA,NA,NA,NA,9.48,NA,NA,NA,17.24,NA,NA,18.1,NA,NA,NA,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31,NA,24.14,NA,NA,NA,NA,NA,NA,NA,12.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",318,"Spain","nw iberia","Canis lupus signatus","Parque National de Los Picos de Europa",NA,43.1805,-4.8412,"excrement","%Vm","visual","spring",NA,139,646,"Mar2011-Mar2012",1,0.215170278637771,139,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,7.75,NA,NA,NA,12.23,NA,NA,22.29,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,26.46,NA,NA,NA,NA,NA,NA,NA,12.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",319,"Spain","nw iberia","Canis lupus signatus","Parque National de Los Picos de Europa",NA,43.1805,-4.8412,"excrement","%FO (item)","visual","summer",NA,101,646,"Mar2011-Mar2012",1,0.156346749226006,101,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,12.09,NA,NA,NA,NA,NA,NA,9.89,NA,NA,NA,16.48,NA,NA,13.19,NA,NA,NA,6.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,25.27,NA,NA,NA,NA,NA,NA,NA,7.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",320,"Spain","nw iberia","Canis lupus signatus","Parque National de Los Picos de Europa",NA,43.1805,-4.8412,"excrement","%Vm","visual","summer",NA,101,646,"Mar2011-Mar2012",1,0.156346749226006,101,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,21.03,NA,NA,NA,NA,NA,NA,7.28,NA,NA,NA,10.53,NA,NA,14.62,NA,NA,NA,8.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,24.94,NA,NA,NA,NA,NA,NA,NA,6.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",321,"Spain","nw iberia","Canis lupus signatus","Parque National de Los Picos de Europa",NA,43.1805,-4.8412,"excrement","%FO (item)","visual","autumn",NA,150,646,"Mar2011-Mar2012",1,0.232198142414861,150,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,14.89,NA,NA,NA,10.64,NA,NA,12.06,NA,NA,NA,3.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,NA,32.62,NA,NA,NA,NA,NA,NA,NA,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",322,"Spain","nw iberia","Canis lupus signatus","Parque National de Los Picos de Europa",NA,43.1805,-4.8412,"excrement","%Vm","visual","autumn",NA,150,646,"Mar2011-Mar2012",1,0.232198142414861,150,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,14.26,NA,NA,NA,NA,NA,NA,11.51,NA,NA,NA,7.14,NA,NA,14.04,NA,NA,NA,4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,NA,33.82,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",323,"Spain","nw iberia","Canis lupus signatus","Parque National de Los Picos de Europa",NA,43.1805,-4.8412,"excrement","%FO (item)","visual","winter",NA,100,646,"Mar2011-Mar2012",1,0.154798761609907,100,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,5.56,NA,NA,NA,NA,NA,NA,11.11,NA,NA,NA,8.89,NA,NA,6.67,NA,NA,NA,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,NA,58.89,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",324,"Spain","nw iberia","Canis lupus signatus","Parque National de Los Picos de Europa",NA,43.1805,-4.8412,"excrement","%Vm","visual","winter",NA,100,646,"Mar2011-Mar2012",1,0.154798761609907,100,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,10.07,NA,NA,NA,NA,NA,NA,8.51,NA,NA,NA,5.91,NA,NA,7.69,NA,NA,NA,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81,NA,60.52,NA,NA,NA,NA,NA,NA,NA,3.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",325,"Spain","nw iberia","Canis lupus signatus","Parque National de Los Picos de Europa",NA,43.1805,-4.8412,"excrement","%FO (item)","visual","year",NA,490,646,"Mar2011-Mar2012",1,0.758513931888545,490,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,6.85,NA,NA,NA,NA,NA,NA,11.64,NA,NA,NA,13.24,NA,NA,12.79,NA,NA,NA,3.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,34.25,NA,NA,NA,NA,NA,NA,NA,7.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",326,"Spain","nw iberia","Canis lupus signatus","Parque National de Los Picos de Europa",NA,43.1805,-4.8412,"excrement","%Vm","visual","year",NA,490,646,"Mar2011-Mar2012",1,0.758513931888545,490,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,12.55,NA,NA,NA,NA,NA,NA,9.02,NA,NA,NA,8.9,NA,NA,14.92,NA,NA,NA,4.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,NA,35.58,NA,NA,NA,NA,NA,NA,NA,6.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",327,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area A",NA,43.3448,-6.674,"excrement","%FO (item)","visual","spring",NA,172,NA,"Mar1994-Mar1995",1,NA,172,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,5.9,NA,NA,NA,0,NA,NA,2.2,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,87.3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",328,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area A",NA,43.3448,-6.674,"excrement","%Vm","visual","spring",NA,172,NA,"Mar1994-Mar1995",1,NA,172,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,7,NA,NA,NA,0,NA,NA,1.6,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,88.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",329,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area A",NA,43.3448,-6.674,"excrement","%FO (item)","visual","summer",NA,163,NA,"Mar1994-Mar1995",1,NA,163,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,3.7,NA,NA,NA,0,NA,NA,15,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,63.9,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",330,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area A",NA,43.3448,-6.674,"excrement","%Vm","visual","summer",NA,163,NA,"Mar1994-Mar1995",1,NA,163,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,4.1,NA,NA,NA,0,NA,NA,10.2,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,73.9,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",331,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area A",NA,43.3448,-6.674,"excrement","%FO (item)","visual","autumn",NA,160,NA,"Mar1994-Mar1995",1,NA,160,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,4.1,NA,NA,NA,4.1,NA,NA,14.3,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,58.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",332,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area A",NA,43.3448,-6.674,"excrement","%Vm","visual","autumn",NA,160,NA,"Mar1994-Mar1995",1,NA,160,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,2.5,NA,NA,NA,1.8,NA,NA,7.6,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,76.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",333,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area A",NA,43.3448,-6.674,"excrement","%FO (item)","visual","winter",NA,154,NA,"Mar1994-Mar1995",1,NA,154,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,3.7,NA,NA,NA,3,NA,NA,9.8,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,62.1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",334,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area A",NA,43.3448,-6.674,"excrement","%Vm","visual","winter",NA,154,NA,"Mar1994-Mar1995",1,NA,154,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,2.8,NA,NA,NA,1.2,NA,NA,4.7,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",335,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area A",NA,43.3448,-6.674,"excrement","%FO (item)","visual","year",NA,649,NA,"Mar1994-Mar1995",1,NA,649,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,4.4,NA,NA,NA,1.8,NA,NA,10.4,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,67.7,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",336,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area A",NA,43.3448,-6.674,"excrement","%Vm","visual","year",NA,649,NA,"Mar1994-Mar1995",1,NA,649,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,3.8,NA,NA,NA,0.8,NA,NA,6.1,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,79.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",337,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,"excrement","%FO (item)","visual","spring",NA,99,NA,"Mar1994-Mar1995",1,NA,99,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,62.2,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"332",338,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,"excrement","%Vm","visual","spring",NA,99,NA,"Mar1994-Mar1995",1,NA,99,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,1,NA,NA,NA,50.1,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"333",339,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,"excrement","%FO (item)","visual","summer",NA,114,NA,"Mar1994-Mar1995",1,NA,114,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,9.3,NA,NA,NA,45.8,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"334",340,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,"excrement","%Vm","visual","summer",NA,114,NA,"Mar1994-Mar1995",1,NA,114,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,8.2,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"335",341,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,"excrement","%FO (item)","visual","autumn",NA,78,NA,"Mar1994-Mar1995",1,NA,78,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,9.2,NA,NA,NA,38.1,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA
"336",342,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,"excrement","%Vm","visual","autumn",NA,78,NA,"Mar1994-Mar1995",1,NA,78,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,7.8,NA,NA,NA,28.2,NA,NA,NA,NA,NA,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,36.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"337",343,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,"excrement","%FO (item)","visual","winter",NA,81,NA,"Mar1994-Mar1995",1,NA,81,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,2.4,NA,NA,NA,34.5,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,45.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"338",344,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,"excrement","%Vm","visual","winter",NA,81,NA,"Mar1994-Mar1995",1,NA,81,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,2.1,NA,NA,NA,25.8,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,52.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"339",345,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,"excrement","%FO (item)","visual","year",NA,372,NA,"Mar1994-Mar1995",1,NA,372,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,5.5,NA,NA,NA,46.1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03,NA,33.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA
"340",346,"Spain","nw iberia","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,"excrement","%Vm","visual","year",NA,372,NA,"Mar1994-Mar1995",1,NA,372,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,5,NA,NA,NA,35.5,NA,NA,NA,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,40.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
