"","diet_analysis_id","world_country_description","wolf_population_description","wolf_subspecies_description","study_area","pack","latitude","longitude","source_id","analytical_method_description","identification_method_description","temporal_scale_description","derived_diet","sample_size","surface_area","sampling_period","time_series","spatial_effort","temporal_effort","total_effort","moose_alces.alces","blackbuck_antilope.cervicapra","american.bison_bison.bison","european.bison_bison.bonasus","yak_bos.grunniens","cattle_bos.taurus","nilgai_boselaphus.tragocamelus","buffalo_bubalus.bubalis","camel_camelus.ferus","dog_canis.familiaris","wolf_canis.lupus","wild.goat_capra.aegagrus","goat_capra.aegagrus.hircus","markhor_capra.falconeri","alpine.ibex_capra.ibex","siberian.ibex_capra.sibirica","roe.deer_capreolus.capreolus","carnivorae_carnivorae","elk_cervus.elaphus.canadensis","red.deer_cervus.elaphus.elaphus","sika.deer_cervus.nippon","fallow.deer_dama.dama","donkey_equus.africanus.asinus","horse_equus.ferus.caballus","przewalski.horse_equus.ferus.przewalskii","onager_equus.hemionus","cat_felis.catus","chinkara_gazella.bennettii","goitered.gazelle_gazella.subgutturosa","crested.porcupine_hystrix.cristata","badger_meles.meles","musk.deer_moschus.sp","raccoon.dog_nyctereutes.procyonoides","mule.deer_odocoileus.hemionus","black.tailed.deer_odocoileus.hemionus.columbianus","white.tailed.deer_odocoileus.virginianus","mountain.goat_oreamnos.americanus","muskox_ovibos.moschatus","argali_ovis.ammon","sheep_ovis.aries","bighorn_ovis.canadensis","dall.sheep_ovis.dalli","snow.sheep_ovis.nivicola","mouflon_ovis.orientalis","urial_ovis.orientalis.vignei","mongolian.gazelle_procapra.gutturosa","przewalski.gazelle_procapra.przewalskii","blue.sheep_pseudois.nayaur","wild.reindeer_rangifer.tarandus","chamois_rupicapra.rupicapra","saiga_saiga.tatarica","wild.boar_sus.scrofa","pig_sus.scrofa.domesticus","brown.bear_ursus.arctos","red.fox_vulpes.vulpes","wild.artiodactyla_wild.artiodactyla","wild.bovidae_wild.bovidae","bird","castor.sp","cervidae","domestic.ungulata","fish","garbage","lagomorpha","marmota.sp","mesomammals","micromammals","microrodents","other","other.domestic.ungulata","semiaquatic.rodentia","undefined.item","vegetable.fruit"
"334",334,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","western Asturias- Area A",NA,43.3448,-6.674,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"winter",NA,154,NA,"Mar1994-Mar1995",1,NA,154,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,1.2,NA,NA,4.7,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",335,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","western Asturias- Area A",NA,43.3448,-6.674,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,649,NA,"Mar1994-Mar1995",1,NA,649,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,1.8,NA,NA,10.4,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,67.7,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",336,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","western Asturias- Area A",NA,43.3448,-6.674,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,649,NA,"Mar1994-Mar1995",1,NA,649,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,0.8,NA,NA,6.1,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,79.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",337,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"spring",NA,99,NA,"Mar1994-Mar1995",1,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,62.2,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",338,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"spring",NA,99,NA,"Mar1994-Mar1995",1,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,1,NA,NA,NA,50.1,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",339,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"summer",NA,114,NA,"Mar1994-Mar1995",1,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,9.3,NA,NA,NA,45.8,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",340,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"summer",NA,114,NA,"Mar1994-Mar1995",1,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,8.2,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",341,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"autumn",NA,78,NA,"Mar1994-Mar1995",1,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,9.2,NA,NA,NA,38.1,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",342,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"autumn",NA,78,NA,"Mar1994-Mar1995",1,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,7.8,NA,NA,NA,28.2,NA,NA,NA,NA,NA,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,36.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",343,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"winter",NA,81,NA,"Mar1994-Mar1995",1,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,2.4,NA,NA,NA,34.5,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,45.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",344,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"winter",NA,81,NA,"Mar1994-Mar1995",1,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,2.1,NA,NA,NA,25.8,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,52.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",345,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,372,NA,"Mar1994-Mar1995",1,NA,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,5.5,NA,NA,NA,46.1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03,NA,33.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",346,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","western Asturias- Area B",NA,43.178,-6.5449,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,372,NA,"Mar1994-Mar1995",1,NA,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,5,NA,NA,NA,35.5,NA,NA,NA,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,40.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",347,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","territorio de Álava y zonas limítrofes de Burgos",NA,42.8935,-3.1004,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,102,NA,"2010",1,NA,102,NA,NA,NA,NA,NA,NA,15.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1,NA,NA,NA,NA,NA,NA,3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",348,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","territorio de Álava y zonas limítrofes de Burgos",NA,42.8935,-3.1004,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,102,NA,"2010",1,NA,102,NA,NA,NA,NA,NA,NA,16.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.07,NA,NA,NA,NA,NA,NA,4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39,NA,NA,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",349,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","territorio de Álava y zonas limítrofes de Burgos",NA,42.8935,-3.1004,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"spring",NA,32,NA,"2010",1,NA,32,NA,NA,NA,NA,NA,NA,9.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.13,NA,NA,NA,NA,NA,NA,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",350,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","territorio de Álava y zonas limítrofes de Burgos",NA,42.8935,-3.1004,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"spring",NA,32,NA,"2010",1,NA,32,NA,NA,NA,NA,NA,NA,10.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8,NA,NA,NA,NA,NA,NA,4.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",351,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","territorio de Álava y zonas limítrofes de Burgos",NA,42.8935,-3.1004,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"summer",NA,32,NA,"2010",1,NA,32,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.88,NA,NA,NA,NA,NA,NA,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",352,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","territorio de Álava y zonas limítrofes de Burgos",NA,42.8935,-3.1004,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"summer",NA,32,NA,"2010",1,NA,32,NA,NA,NA,NA,NA,NA,30.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.83,NA,NA,NA,NA,NA,NA,4.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",353,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","territorio de Álava y zonas limítrofes de Burgos",NA,42.8935,-3.1004,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"autumn",NA,10,NA,"2010",1,NA,10,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",354,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","territorio de Álava y zonas limítrofes de Burgos",NA,42.8935,-3.1004,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"autumn",NA,10,NA,"2010",1,NA,10,NA,NA,NA,NA,NA,NA,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.47,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",355,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","territorio de Álava y zonas limítrofes de Burgos",NA,42.8935,-3.1004,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"winter",NA,28,NA,"2010",1,NA,28,NA,NA,NA,NA,NA,NA,7.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.71,NA,NA,NA,NA,NA,NA,7.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",356,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","territorio de Álava y zonas limítrofes de Burgos",NA,42.8935,-3.1004,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"winter",NA,28,NA,"2010",1,NA,28,NA,NA,NA,NA,NA,NA,9.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.7,NA,NA,NA,NA,NA,NA,10.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",357,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","Val do Eume (VDE)",NA,43.4603,-7.953,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,293,NA,"2003-2006",4,NA,73.25,NA,NA,NA,NA,NA,NA,19.54,NA,NA,NA,1.95,NA,NA,7.82,NA,NA,NA,13.36,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",358,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","Centro de la Dorsal Gallega (CDG)",NA,43.0894,-7.9343,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,1063,NA,"2003-2006",4,NA,265.75,NA,NA,NA,NA,NA,NA,23.4,NA,NA,NA,2.52,NA,NA,3.6,NA,NA,NA,6.39,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,4.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,13.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",359,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","Sur Macizos Centrales (SMC)",NA,42.028,-7.4425,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,1384,NA,"2003-2006",4,NA,346,NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA,1.26,NA,NA,1.65,NA,NA,NA,49.04,NA,NA,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.86,4.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",360,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","Val do Eume (VDE)",NA,43.4603,-7.953,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"spring",NA,109,NA,"2003-2006",4,NA,NA,NA,NA,NA,NA,NA,NA,30.77,NA,NA,NA,1.92,NA,NA,9.62,NA,NA,NA,13.46,NA,NA,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",361,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","Val do Eume (VDE)",NA,43.4603,-7.953,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"summer",NA,55,NA,"2003-2006",4,NA,NA,NA,NA,NA,NA,NA,NA,6.06,NA,NA,NA,9.09,NA,NA,12.12,NA,NA,NA,27.27,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",362,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","Val do Eume (VDE)",NA,43.4603,-7.953,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"autumn",NA,40,NA,"2003-2006",4,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1.33,NA,NA,4,NA,NA,NA,6.67,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,5.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",363,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","Val do Eume (VDE)",NA,43.4603,-7.953,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"winter",NA,33,NA,"2003-2006",4,NA,NA,NA,NA,NA,NA,NA,NA,18.37,NA,NA,NA,0.68,NA,NA,8.16,NA,NA,NA,13.61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",364,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","Centro de la Dorsal Gallega (CDG)",NA,43.0894,-7.9343,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"spring",NA,315,NA,"2003-2006",4,NA,NA,NA,NA,NA,NA,NA,NA,25.07,NA,NA,NA,3,NA,NA,3.27,NA,NA,NA,5.99,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27,8.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",365,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","Centro de la Dorsal Gallega (CDG)",NA,43.0894,-7.9343,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"summer",NA,173,NA,"2003-2006",4,NA,NA,NA,NA,NA,NA,NA,NA,15.25,NA,NA,NA,2.54,NA,NA,4.66,NA,NA,NA,11.86,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,NA,NA,NA,NA,NA,NA,NA,NA,4.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97,10.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",366,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","Centro de la Dorsal Gallega (CDG)",NA,43.0894,-7.9343,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"autumn",NA,351,NA,"2003-2006",4,NA,NA,NA,NA,NA,NA,NA,NA,21.98,NA,NA,NA,1.65,NA,NA,3.85,NA,NA,NA,6.04,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,21.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",367,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","Centro de la Dorsal Gallega (CDG)",NA,43.0894,-7.9343,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"winter",NA,221,NA,"2003-2006",4,NA,NA,NA,NA,NA,NA,NA,NA,28.22,NA,NA,NA,2.45,NA,NA,3.07,NA,NA,NA,3.07,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,15.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",368,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","Sur Macizos Centrales (SMC)",NA,42.028,-7.4425,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"spring",NA,321,NA,"2003-2006",4,NA,NA,NA,NA,NA,NA,NA,NA,0.53,NA,NA,NA,1.05,NA,NA,1.32,NA,NA,NA,68.68,NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.53,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",369,"Spain","NW Iberia (ESP; PRT)","Canis lupus signatus","Sur Macizos Centrales (SMC)",NA,42.028,-7.4425,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"summer",NA,281,NA,"2003-2006",4,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,1.29,NA,NA,0.22,NA,NA,NA,39.78,NA,NA,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.59,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
